"PlotID";"Species";"Model";"Source";"P1";"P2";"R";"Syx";"n";"BR";"info";"Brondata";"Verklaring"
"<ALL>";"64";"h=1,3+exp(P1+P2/d)";"global";3,4122219;-7,9776274;0,804;2,49;53;"Pruikemakers";NA;"1eSET+2eSET";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"80";"h=1,3+exp(P1+P2/d)";"global";3,6573251;-18,632323;0,841;1,51;7;"Pruikemakers";"Wintereik NIET samen met zomereik";"1eSET+2eSET";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"81";"h=1,3+exp(P1+P2/d)";"global";3,4617974;-11,970773;0,951;2,265;24;"Pruikemakers";NA;"1eSET+2eSET";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"86";"h=1,3+exp(P1+P2/d)";"global";3,4129875;-9,2822272;0,91;2,735;24;"Pruikemakers";"Ruwe en Zachte berk samen";"1eSET+2eSET";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"87";"h=1,3+exp(P1+P2/d)";"global";3,5447499;-12,022386;0,95;2,217;238;"Pruikemakers";NA;"1eSET+2eSET";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"6";"h=1,3+exp(P1+P2/d)";"global";3,4129875;-9,2822272;0,91;2,735;24;"Pruikemakers";"cfr Ruwe en Zachte berk samen";"1eSET+2eSET";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"18";"h=1,3+exp(P1+P2/d)";"all_species";3,5416508;-11,520235;NA;NA;0;"Pruikemakers";NA;"1eSET+2eSET";"globale hoogtecurve van geclusterde soorten"
"<ALL>";"12";"h=1,3+exp(P1+P2/d)";"all_species";3,5416508;-11,520235;NA;NA;0;"Pruikemakers";NA;"1eSET+2eSET";"globale hoogtecurve van geclusterde soorten"
"999";"3";"h=1,3+exp(P1+P2/d)";"adjusted global";3,4999751;-11,520235;NA;NA;2;"Pruikemakers";NA;"1eSET+2eSET";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"999";"5";"h=1,3+exp(P1+P2/d)";"adjusted global";3,2775457;-11,520235;NA;NA;3;"Pruikemakers";NA;"1eSET+2eSET";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"999";"9";"h=1,3+exp(P1+P2/d)";"adjusted global";4,1873499;-11,520235;NA;NA;1;"Pruikemakers";NA;"1eSET+2eSET";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"999";"12";"h=1,3+exp(P1+P2/d)";"adjusted global";3,5416508;-11,520235;NA;NA;0;"Pruikemakers";NA;"1eSET+2eSET";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"999";"63";"h=1,3+exp(P1+P2/d)";"adjusted global";3,4676017;-11,520235;NA;NA;1;"Pruikemakers";NA;"1eSET+2eSET";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"999";"69";"h=1,3+exp(P1+P2/d)";"adjusted global";3,1472865;-11,520235;NA;NA;2;"Pruikemakers";NA;"1eSET+2eSET";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"999";"83";"h=1,3+exp(P1+P2/d)";"adjusted global";3,2957178;-11,520235;NA;NA;6;"Pruikemakers";"Witte en Zwarte els samen";"1eSET+2eSET";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"999";"89";"h=1,3+exp(P1+P2/d)";"adjusted global";3,2957178;-11,520235;NA;NA;6;"Pruikemakers";"Witte en Zwarte els samen";"1eSET+2eSET";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
