"PlotID";"Species";"Model";"Source";"P1";"P2";"R";"Syx";"n";"BR";"Brondata";"Verklaring"
"<ALL>";"<ALL>";"h=1,3+P1+P2*ln(d)";"all_species";-10,928293;9,5909987;0,933;2,428;143;"Liedekerke TR";"1eSET + 2eSET TR";"globale hoogtecurve van geclusterde soorten"
"<ALL>";"87";"h=1,3+P1+P2*ln(d)";"global";-8,8307182;8,824992;0,887;2,103;36;"Liedekerke TR";"1eSET + 2eSET TR";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"3";"h=1,3+P1+P2*ln(d)";"global";-7,2104138;8,7418571;0,899;2,104;34;"Liedekerke TR";"1eSET + 2eSET TR";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"86";"h=1,3+P1+P2*ln(d)";"global";-0,21789883;6,1909624;0,567;2,144;26;"Liedekerke TR";"1eSET + 2eSET TR";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"89";"h=1,3+P1+P2*ln(d)";"global";-14,679926;10,863788;0,524;2,71;14;"Liedekerke TR";"1eSET + 2eSET TR";"eigen curve: voldoende bomen voor de soort beschikbaar"
"131001";"57";"h=1,3+P1+P2*ln(d)";"adjusted global";-10,741753;9,5909987;NA;NA;11;"Liedekerke TR";"1eSET + 2eSET TR";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"<ALL>";"39";"h=1,3+P1+P2*ln(d)";"global";-5,8623098;5,9786772;0,653;1,564;4;"Liedekerke TR";"1eSET + 2eSET TR";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"64";"h=1,3+P1+P2*ln(d)";"global";-14,949689;9,9160362;0,768;0,942;4;"Liedekerke TR";"1eSET + 2eSET TR";"eigen curve: voldoende bomen voor de soort beschikbaar"
"131001";"63";"h=1,3+P1+P2*ln(d)";"adjusted global";-12,597178;9,5909987;NA;NA;3;"Liedekerke TR";"1eSET + 2eSET TR";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"131001";"14";"h=1,3+P1+P2*ln(d)";"adjusted global";-11,143627;9,5909987;NA;NA;2;"Liedekerke TR";"1eSET + 2eSET TR";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"131001";"83";"h=1,3+P1+P2*ln(d)";"adjusted global";-13,95947;9,5909987;NA;NA;2;"Liedekerke TR";"1eSET + 2eSET TR";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"131001";"4";"h=1,3+P1+P2*ln(d)";"adjusted global";-16,852037;9,5909987;NA;NA;1;"Liedekerke TR";"1eSET + 2eSET TR";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"131001";"69";"h=1,3+P1+P2*ln(d)";"adjusted global";-12,116117;9,5909987;NA;NA;1;"Liedekerke TR";"1eSET + 2eSET TR";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"131001";"54";"h=1,3+P1+P2*ln(d)";"all_species";-10,928293;9,5909987;NA;NA;0;"Liedekerke TR";"1eSET + 2eSET TR";"globale hoogtecurve van geclusterde soorten"
"<ALL>";"6";"h=1,3+P1+P2*ln(d)";"all_species";-10,928293;9,5909987;NA;NA;0;"Liedekerke TR";"1eSET + 2eSET TR";"globale hoogtecurve van geclusterde soorten"
"131001";"28";"h=1,3+P1+P2*ln(d)";"adjusted global";-11,418446;9,5909987;NA;NA;5;"Liedekerke TR";"1eSET + 2eSET TR";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
