"PlotID";"Species";"Model";"Source";"P1";"P2";"R";"Syx";"n";"BR";"Brondata";"Verklaring"
"2190";"32";"h=1,3+exp(P1+P2/d)";"adjusted_all_species";3,6555656;-14,014116;NA;NA;9;"Zoniën HARRAS_1995";"3eSET CP's ZonienHarras+Zonien2010";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"<ALL>";"64";"h=1,3+exp(P1+P2/d)";"global";3,6487209;-17,118309;0,619;3,355;9;"Zoniën HARRAS_1995";"3eSET CP's ZonienHarras+Zonien2010";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"81";"h=1,3+exp(P1+P2/d)";"global";3,4303547;-10,926088;0,978;1,24;11;"Zoniën HARRAS_1995";"3eSET CP's ZonienHarras+Zonien2010";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"112";"h=1,3+exp(P1+P2/d)";"global";3,6073509;-10,605538;0,571;2,306;13;"Zoniën HARRAS_1995";"3eSET CP's ZonienHarras+Zonien2010";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"14";"h=1,3+exp(P1+P2/d)";"global";3,665035;-12,42755;0,754;3,006;18;"Zoniën HARRAS_1995";"3eSET CP's ZonienHarras+Zonien2010";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"16";"h=1,3+exp(P1+P2/d)";"global";3,6107486;-12,337265;0,933;2,668;53;"Zoniën HARRAS_1995";"3eSET CP's ZonienHarras+Zonien2010";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"27";"h=1,3+exp(P1+P2/d)";"global";3,5243181;-10,754337;0,843;3,495;86;"Zoniën HARRAS_1995";"3eSET CP's ZonienHarras+Zonien2010";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"87";"h=1,3+exp(P1+P2/d)";"global";3,7562049;-17,935186;0,905;3,125;195;"Zoniën HARRAS_1995";"3eSET CP's ZonienHarras+Zonien2010";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"7";"h=1,3+exp(P1+P2/d)";"global";3,7729567;-12,593519;0,91;2,868;437;"Zoniën HARRAS_1995";"3eSET CP's ZonienHarras+Zonien2010";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"<ALL>";"h=1,3+exp(P1+P2/d)";"all_species";3,7423898;-14,014116;0,889;3,697;865;"Zoniën HARRAS_1995";"3eSET CP's ZonienHarras+Zonien2010";"globale hoogtecurve van geclusterde soorten"
"<ALL>";"44";"h=1,3+exp(P1+P2/d)";"global";3,7411307;-13,349626;0,539;2,859;14;"Zoniën HARRAS_1995";"2e+3eSET CP's Zonien1983/1995/Harras/2010";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"61";"h=1,3+exp(P1+P2/d)";"global";3,2719688;-7,9845091;0,975;0,937;5;"Zoniën HARRAS_1995";"2e+3eSET CP's Zonien1983/1995/Harras/2010";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"6";"h=1,3+exp(P1+P2/d)";"global";3,5820866;-10,599427;0,97;2,088;10;"Zoniën HARRAS_1995";"3eSET CP's ZonienHarras+Zonien2010";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"57";"h=1,3+exp(P1+P2/d)";"global";3,5820866;-10,599427;0,97;2,088;10;"Zoniën HARRAS_1995";"3eSET CP's ZonienHarras+Zonien2010";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"86";"h=1,3+exp(P1+P2/d)";"global";3,5820866;-10,599427;0,97;2,088;10;"Zoniën HARRAS_1995";"3eSET CP's ZonienHarras+Zonien2010";"eigen curve: voldoende bomen voor de soort beschikbaar"
