"PlotID";"Species";"Model";"Source";"P1";"P2";"R";"Syx";"n";"BR";"Brondata";"Verklaring"
"2070";"3";"h=1,3+exp(P1+P2/d)";"all_species";3,83997;-17,172219;NA;NA;0;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"globale hoogtecurve van geclusterde soorten"
"<ALL>";"7";"h=1,3+exp(P1+P2/d)";"global";3,8421561;-15,912149;0,892;3,201;518;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"14";"h=1,3+exp(P1+P2/d)";"global";3,732712;-13,364186;0,968;2,083;13;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"16";"h=1,3+exp(P1+P2/d)";"global";3,610428;-11,623926;0,879;3,054;15;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"eigen curve: voldoende bomen voor de soort beschikbaar"
"2070";"26";"h=1,3+exp(P1+P2/d)";"adjusted_all_species";3,7918666;-17,172219;NA;NA;6;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"<ALL>";"27";"h=1,3+exp(P1+P2/d)";"global";3,5310216;-10,917172;0,852;3,364;98;"Zoniën KERN_1983";"2e+3eSET CP's (Zonien1983/1995/2010/Harras)";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"32";"h=1,3+exp(P1+P2/d)";"global";3,7050772;-7,7582299;0,235;3,018;29;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"eigen curve: voldoende bomen voor de soort beschikbaar"
"2070";"39";"h=1,3+exp(P1+P2/d)";"adjusted_all_species";4,2671908;-17,172219;NA;NA;1;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"<ALL>";"44";"h=1,3+exp(P1+P2/d)";"global";3,7812626;-15,564114;0,691;2,325;12;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"eigen curve: voldoende bomen voor de soort beschikbaar"
"2070";"52";"h=1,3+exp(P1+P2/d)";"adjusted_all_species";3,6738759;-17,172219;NA;NA;2;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"<ALL>";"57";"h=1,3+exp(P1+P2/d)";"global";3,6164208;-10,681824;0,96;2,647;9;"Zoniën KERN_1983";"2e+3eSET CP's (Zonien1983/1995/2010/Harras)";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"61";"h=1,3+exp(P1+P2/d)";"global";3,2719688;-7,9845091;0,975;0,937;5;"Zoniën KERN_1983";"2e+3eSET CP's (Zonien1983/1995/2010/Harras)";"eigen curve: voldoende bomen voor de soort beschikbaar"
"2070";"64";"h=1,3+exp(P1+P2/d)";"adjusted_all_species";3,3681425;-17,172219;NA;NA;5;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"2070";"77";"h=1,3+exp(P1+P2/d)";"adjusted_all_species";3,193974;-17,172219;NA;NA;1;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"2070";"81";"h=1,3+exp(P1+P2/d)";"adjusted_all_species";3,3216431;-17,172219;NA;NA;1;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"globale hoogtecurve van geclusterde soorten, intercept aangepast aan soort"
"<ALL>";"83";"h=1,3+exp(P1+P2/d)";"global";3,370775;-10,493363;0,927;1,973;10;"Zoniën KERN_1983";"2e+3eSET CP's (Zonien1983/1995/2010/Harras)";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"87";"h=1,3+exp(P1+P2/d)";"global";3,7865511;-18,46081;0,85;3,069;95;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"eigen curve: voldoende bomen voor de soort beschikbaar"
"<ALL>";"<ALL>";"h=1,3+exp(P1+P2/d)";"all_species";3,83997;-17,172219;0,87;3,612;715;"Zoniën KERN_1983";"2eSET+3eSET CP's (Zonien1983+Zonien1995)";"globale hoogtecurve van geclusterde soorten"
