"PlotID";"Species";"Model";"Source";"P1";"P2";"R";"Syx";"n";"BR";"Brondata";"Verklaring"
43001;9;"h=1,3+exp(P1+P2/d)";"all_species";3,5333954;-12,007063;NA;NA;0;"Rodebos KV2";"1eSET+2eSET+3eSET - KV1+KV2";"globale hoogtecurve van alle soorten samen"
43001;14;"h=1,3+exp(P1+P2/d)";"local";3,4972057;-9,3442209;0,905;2,09;60;"Rodebos KV2";"1eSET+2eSET+3eSET - KV2";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
43001;16;"h=1,3+exp(P1+P2/d)";"local";3,511504;-10,028529;0,887;2,303;16;"Rodebos KV2";"1eSET+2eSET+3eSET - KV2";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
43001;28;"h=1,3+exp(P1+P2/d)";"local";3,0434375;-7,6175165;0,792;1,703;19;"Rodebos KV2";"1eSET+2eSET+3eSET - KV2";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
43001;39;"h=1,3+exp(P1+P2/d)";"adjusted_global";3,2809042;-9,9300827;NA;NA;2;"Rodebos KV2";"1eSET+2eSET+3eSET - KV1+KV2";"soort-specifieke curve obv 2 KV's, intercept aangepast aan specifieke KV"
43001;42;"h=1,3+exp(P1+P2/d)";"all_species";3,5333954;-12,007063;NA;NA;0;"Rodebos KV2";"1eSET+2eSET+3eSET - KV1+KV2";"globale hoogtecurve van alle soorten samen"
43001;51;"h=1,3+exp(P1+P2/d)";"local";4,0509953;-33,563623;0,775;2,411;11;"Rodebos KV2";"1eSET+2eSET+3eSET - KV2";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
43001;57;"h=1,3+exp(P1+P2/d)";"global";3,4360689;-11,465402;NA;NA;0;"Rodebos KV2";"1eSET+2eSET+3eSET - KV1+KV2";"soort-specifieke curve obv 2 KV's: voldoende bomen voor de soort beschikbaar"
43001;69;"h=1,3+exp(P1+P2/d)";"all_species";3,5333954;-12,007063;NA;NA;0;"Rodebos KV2";"1eSET+2eSET+3eSET - KV1+KV2";"globale hoogtecurve van alle soorten samen"
43001;83;"h=1,3+exp(P1+P2/d)";"local";3,0726564;-6,0769269;0,636;2,267;12;"Rodebos KV2";"1eSET+2eSET+3eSET - KV2";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
43001;86;"h=1,3+exp(P1+P2/d)";"global";3,4244842;-10,345736;NA;NA;0;"Rodebos KV2";"1eSET+2eSET+3eSET - KV1+KV2";"soort-specifieke curve obv 2 KV's: voldoende bomen voor de soort beschikbaar"
43001;87;"h=1,3+exp(P1+P2/d)";"local";3,5513717;-15,014354;0,875;2,305;42;"Rodebos KV2";"1eSET+2eSET+3eSET - KV2";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
43001;89;"h=1,3+exp(P1+P2/d)";"local";3,3759526;-10,833388;0,638;2,746;33;"Rodebos KV2";"1eSET+2eSET+3eSET - KV2";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
43001;102;"h=1,3+exp(P1+P2/d)";"adjusted_all_species";3,615638;-12,007063;NA;NA;2;"Rodebos KV2";"1eSET+2eSET+3eSET - KV1+KV2";"globale hoogtecurve van alle soorten samen, intercept aangepast aan soort en KV"
